ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-303656,MapQuest,222,2,2016-07-11T18:21:20Z,2016-07-11T18:51:20Z,30.260372,-97.794441,NA,NA,0,Queueing traffic due to accident on TX-1 Loop Mopac Expy Southbound at Mo Pac Expy.,NA,Mopac Expy S,R,Austin,Travis,TX,78746,US,US/Central,KATT,2016-07-11T17:51:00Z,96.1,NA,37,29.82,10,SSE,11.5,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-334271,MapQuest,245,2,2017-02-07T07:44:14Z,2017-02-07T08:13:54Z,29.626596,-95.518356,NA,NA,0.01,Two lanes blocked due to accident on TX-8 Eastbound at US-90 Alt.,NA,S Sam Houston Tollway E,R,Houston,Harris,TX,77071,US,US/Central,KMCJ,2017-02-07T07:35:00Z,71.6,NA,83,29.81,7,SW,9.2,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1827241,MapQuest,201,2,2018-10-17T21:06:12Z,2018-10-17T22:05:20Z,40.747757,-73.968422,NA,NA,0,Right lane blocked due to accident on FDR Dr Southbound at Exits 8 9 Franklin Delano Roosevelt Drive Service Rd.,NA,FDR Dr S,R,New York,New York,NY,10017,US,US/Eastern,KNYC,2018-10-17T20:51:00Z,53.1,NA,47,30.04,10,North,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1546956,MapQuest,201,2,2019-03-27T09:34:12Z,2019-03-27T10:33:43Z,37.850121,-122.223244,NA,NA,0,Right hand shoulder blocked due to accident on CA-24 Eastbound at CA-13 Tunnel Rd.,NA,CA-24 E,R,Oakland,Alameda,CA,94618,US,US/Pacific,KOAK,2019-03-27T09:53:00Z,61,NA,72,29.95,10,South,18.4,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1098168,MapQuest,201,3,2019-11-02T12:43:03Z,2019-11-02T15:53:51Z,39.015907,-77.119392,NA,NA,0,Right hand shoulder blocked and right lane blocked due to accident on I-495 Capital Beltway anticlockwise at Exit 36 MD-187.,NA,Capital Beltway S,R,Bethesda,Montgomery,MD,20814,US,US/Eastern,KCGS,2019-11-02T12:43:00Z,48,48,41,30.13,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-572,MapQuest,201,2,2016-03-10T07:35:01Z,2016-03-10T08:05:01Z,39.668198,-84.147636,NA,NA,0,Accident on Durwood Rd at Rahn Rd.,5262,Durwood Rd,L,Dayton,Montgomery,OH,45429-5902,US,US/Eastern,KMGY,2016-03-10T07:53:00Z,59,NA,87,30,10,SSW,6.9,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2715616,MapQuest,201,2,2017-08-30T14:18:10Z,2017-08-30T15:02:55Z,30.309437,-97.7724,NA,NA,0,Accident on Taylors Dr at Scenic Dr.,3701,Taylors Dr,L,Austin,Travis,TX,78703-1053,US,US/Central,KATT,2017-08-30T13:51:00Z,90,NA,35,29.87,10,NNW,11.5,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-253695,MapQuest,201,3,2016-08-21T20:20:45Z,2016-08-21T21:05:45Z,39.908672,-75.149452,NA,NA,0,Restrictions due to accident on I-95 Southbound at Exit 19 I-76 Walt Whitman Brg.,NA,Walt Whitman Brg,R,Philadelphia,Philadelphia,PA,19148,US,US/Eastern,KPHL,2016-08-21T19:54:00Z,75,NA,90,29.78,10,Calm,NA,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-752300,MapQuest,241,2,2020-05-26T16:30:46Z,2020-05-26T17:29:35Z,34.07029,-86.776253,NA,NA,0,Lane blocked due to accident on US-31 Main St Southbound at College Dr.,697,Main St NE,L,Hanceville,Cullman,AL,35077-5465,US,US/Central,K3A1,2020-05-26T16:37:00Z,71,71,90,29.3,3,SE,6,0.08,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2479703,MapQuest,201,2,2017-11-09T06:53:10Z,2017-11-09T07:37:55Z,35.196148,-80.827095,NA,NA,0,Accident on NC-16 Providence Rd at Queens Rd.,949,Providence Rd,L,Charlotte,Mecklenburg,NC,28207-2243,US,US/Eastern,KCLT,2017-11-09T06:52:00Z,46.9,NA,93,30.12,10,NNE,9.2,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-324906,MapQuest,201,3,2017-01-29T22:57:33Z,2017-01-29T23:57:17Z,42.491627,-83.027763,NA,NA,0.01,Accident on I-696 Eastbound at Exit 23 11 Mile Rd.,26852,Van Dyke Ave,R,Center Line,Macomb,MI,48015-1226,US,US/Eastern,KDET,2017-01-29T22:53:00Z,25,19.3,92,29.81,2,NW,4.6,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2367569,MapQuest,201,2,2018-01-12T05:41:28Z,2018-01-12T06:26:07Z,30.186962,-81.739258,NA,NA,0,Accident on Wells Rd at FL-21 Blanding Blvd.,1948,Wells Rd,R,Orange Park,Clay,FL,32073,US,US/Eastern,KNIP,2018-01-12T05:53:00Z,64.9,NA,100,29.89,4,South,11.5,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-4158444,Bing,NA,2,2017-08-16T04:58:36Z,2017-08-16T10:58:36Z,33.66155,-112.11384,NA,NA,1.035,At AZ-101-LOOP/Exit 215 - Accident.,NA,Black Canyon Fwy N,R,Phoenix,Maricopa,AZ,85027,US,US/Mountain,KDVT,2017-08-16T04:53:00Z,72,NA,25,29.78,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1499478,MapQuest,201,2,2019-04-01T06:06:05Z,2019-04-01T06:52:02Z,40.737083,-74.058815,NA,NA,0,Accident on NJ-139 Westbound at Summit Ave.,NA,NJ-139 E,R,Jersey City,Hudson,NJ,07306,US,US/Eastern,KJRB,2019-04-01T05:51:00Z,34,27,48,29.92,10,W,8,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-2385258,MapQuest,201,3,2018-01-23T14:45:23Z,2018-01-23T15:15:00Z,45.035606,-93.190643,NA,NA,0,Accident on I-35W Southbound at Exit 25A County Hwy-19 County Road D.,NA,I-35W S,R,Saint Paul,Ramsey,MN,55112,US,US/Central,KANE,2018-01-23T14:45:00Z,28.4,19.7,59,30.07,10,NNW,9.2,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118860,Bing,NA,2,2017-11-07T14:29:03Z,2017-11-07T20:29:03Z,34.07184,-118.09317,NA,NA,0.263,At San Gabriel Blvd/Exit 25B - Accident.,NA,I-10 E,R,Rosemead,Los Angeles,CA,91770,US,US/Pacific,KEMT,2017-11-07T14:45:00Z,77,NA,36,30.03,10,SSW,9.2,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2230687,MapQuest,201,2,2018-03-05T16:10:50Z,2018-03-05T17:10:37Z,34.867733,-82.245667,NA,NA,0,Accident on Gibbs Shoals Rd at Batesville Rd.,1198,S Batesville Rd,R,Greer,Greenville,SC,29650-4532,US,US/Eastern,KGSP,2018-03-05T15:53:00Z,59,NA,25,30.01,10,SSW,8.1,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2019260,MapQuest,201,2,2018-07-20T12:26:38Z,2018-07-20T13:39:00Z,35.535664,-97.476563,NA,NA,0,Accident on 63rd St Eastbound at Martin Luther King Ave Northbound.,NA,NE 63rd St,R,Oklahoma City,Oklahoma,OK,73111,US,US/Central,KTIK,2018-07-20T12:56:00Z,104.4,NA,21,29.84,10,WSW,16.1,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2167449,MapQuest-Bing,201,3,2018-04-03T18:57:57Z,2018-04-03T19:42:39Z,34.256542,-118.435097,NA,NA,0,Slow lane blocked due to accident on I-5 Southbound before Exit 155B Van Nuys Blvd.,NA,Golden State Fwy S,R,Pacoima,Los Angeles,CA,91331,US,US/Pacific,KWHP,2018-04-03T18:55:00Z,66.2,NA,56,29.98,10,SE,6.9,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1181714,MapQuest,201,3,2019-09-24T17:50:37Z,2019-09-24T19:01:10Z,39.492786,-119.784584,NA,NA,0,Accident on I-580 Southbound around Exit 64 Moana Ln.,NA,E Moana Ln,R,Reno,Washoe,NV,89502,US,US/Pacific,KRNO,2019-09-24T17:55:00Z,80,80,20,25.67,10,NNE,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2279851,MapQuest,201,2,2018-03-29T18:38:20Z,2018-03-29T19:38:04Z,28.551039,-81.587326,NA,NA,0,Accident on Vineland Rd at FL-50 Colonial Dr.,13679,W Colonial Dr,L,Winter Garden,Orange,FL,34787-4201,US,US/Eastern,KORL,2018-03-29T18:53:00Z,82,NA,42,30.04,10,SSE,12.7,NA,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-759931,MapQuest,201,2,2020-06-02T17:13:59Z,2020-06-02T18:14:18Z,45.714821,-121.466461,NA,NA,0,Accident on WA-14 Steuben St both ways at WA-141 Oak St.,35,N Oak St,R,Bingen,Klickitat,WA,98605,US,US/Pacific,KDLS,2020-06-02T16:53:00Z,82,82,17,29.8,10,WNW,18,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3622636,Bing,NA,2,2020-04-06T15:03:00Z,2020-04-06T16:14:29Z,37.491165,-122.299644,NA,NA,0,At CA-92/Exit 33 - Accident.,NA,I-280 N,R,San Carlos,San Mateo,CA,94070,US,US/Pacific,KSQL,2020-04-06T14:47:00Z,46,46,87,29.91,4,CALM,0,0,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-148078,MapQuest,201,2,2016-12-27T16:10:46Z,2016-12-27T16:40:07Z,34.054295,-84.285728,NA,NA,0.01,Lane blocked on exit ramp due to accident on GA-400 Southbound at Exit 9 Haynes Bridge Rd.,NA,US-19 N,R,Alpharetta,Fulton,GA,30009,US,US/Eastern,KPDK,2016-12-27T16:00:00Z,69.1,NA,75,30.13,10,West,9.2,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3683419,Bing,NA,2,2020-01-12T20:29:00Z,2020-01-12T21:20:43Z,33.941182,-118.096502,NA,NA,0,At I-605 - Accident.,NA,I-5 N,R,Downey,Los Angeles,CA,90241,US,US/Pacific,KLGB,2020-01-12T20:53:00Z,51,51,86,30.01,7,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3357081,Bing,NA,2,2020-09-10T22:39:00Z,2020-09-11T01:00:34Z,30.49724,-97.594732,NA,NA,0.111,Incident on GATTIS SCHOOL RD near LINKS LN Drive with caution.,4257,Gattis School Rd,R,Round Rock,Travis,TX,78664-9323,US,US/Central,KEDC,2020-09-10T22:35:00Z,64,64,83,29.55,10,N,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2437005,MapQuest,201,3,2017-12-15T16:39:17Z,2017-12-15T17:09:01Z,37.708939,-121.723686,NA,NA,0,#4 lane blocked due to accident on I-580 Westbound at Exit 55 Vasco Rd.,NA,I-580 E,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2017-12-15T16:53:00Z,57,NA,53,30.05,5,WSW,3.5,NA,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1538640,MapQuest,201,2,2019-03-22T06:03:25Z,2019-03-22T07:33:43Z,32.148621,-110.956161,NA,NA,0,Accident on Drexel Rd at Park Ave.,996,E Drexel Rd,R,Tucson,Pima,AZ,85706-4247,US,US/Mountain,KTUS,2019-03-22T05:53:00Z,43,40.3,68,30.03,10,SSE,4.6,NA,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-1158314,MapQuest,201,2,2019-09-30T04:35:25Z,2019-09-30T06:22:47Z,38.970745,-94.545944,NA,NA,0,Right hand shoulder blocked due to accident on US-71 Bruce R Watkins Dr Southbound at 85th St.,NA,Blue River Rd,R,Kansas City,Jackson,MO,64132,US,US/Central,KMKC,2019-09-30T04:54:00Z,77,77,74,29.15,10,S,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-4099668,Bing,NA,2,2018-01-24T13:49:42Z,2018-01-24T19:49:42Z,48.44735,-122.34111,NA,NA,0.654,At George Hopper Rd/Exit 229 - Accident.,NA,I-5 S,R,Burlington,Skagit,WA,98233,US,US/Pacific,KBVS,2018-01-24T13:55:00Z,48.2,NA,76,29.59,10,SE,9.2,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1103161,MapQuest,241,3,2019-11-05T20:06:16Z,2019-11-05T23:06:00Z,43.681179,-94.614449,NA,NA,0,Lane blocked due to accident on I-90 Westbound at Exit 93 MN-263 130th Ave.,1224,130th Ave,R,Welcome,Martin,MN,56181-1316,US,US/Central,KFRM,2019-11-05T19:56:00Z,27,27,89,29.02,8,SSE,3,0,Wintry Mix,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2808483,Bing,NA,2,2016-07-12T11:10:48Z,2016-07-12T17:10:48Z,41.10211,-73.99729,NA,NA,0.524,At Palisades Pky/Exit 13 - Accident.,NA,I-87 S,R,Nanuet,Rockland,NY,10954,US,US/Eastern,KHPN,2016-07-12T10:56:00Z,78.1,NA,62,30.12,10,ESE,6.9,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1565287,MapQuest,201,3,2019-02-03T07:03:17Z,2019-02-03T07:47:40Z,34.031818,-118.433838,NA,NA,0,HOV lane blocked due to accident on I-405 Eastbound at Exits 53B 54 I-10.,NA,I-405 N,R,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2019-02-03T07:07:00Z,57,NA,83,29.89,6,Calm,NA,0.03,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3492162,Bing,NA,2,2020-05-14T23:24:38Z,2020-05-15T00:09:38Z,40.70535,-73.51439,NA,NA,0,At RT-106/Newbridge Rd - Accident.,198,Haven Ln,R,Levittown,Nassau,NY,11756-3514,US,US/Eastern,KFRG,2020-05-14T23:53:00Z,57,57,81,29.98,10,SSW,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1014208,MapQuest,241,2,2019-12-11T16:28:49Z,2019-12-11T18:13:12Z,38.025219,-121.095787,NA,NA,0,Lane blocked due to accident on Duncan Rd at Monte Vista Dr.,5398,N Duncan Rd,R,Linden,San Joaquin,CA,95236-9704,US,US/Pacific,KSCK,2019-12-11T16:55:00Z,56,56,84,30.19,5,SE,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3273498,Bing,NA,2,2020-11-25T19:49:07Z,2020-11-25T21:48:54Z,29.964574,-90.008944,NA,NA,0.071,Incident on N CLAIBORNE AVE near SAINT MAURICE AVE Drive with caution.,NA,Tupelo St,R,New Orleans,Orleans,LA,70117,US,US/Central,KNEW,2020-11-25T19:53:00Z,73,73,84,30.04,10,SSE,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1815885,MapQuest,201,2,2018-10-10T08:42:52Z,2018-10-10T09:12:03Z,34.711788,-86.672081,NA,NA,1.11000001431,Entry ramp to Old Madison Pike Eastbound from AL-255 Southbound lane blocked due to accident.,NA,Highway 255,R,Huntsville,Madison,AL,35806,US,US/Central,KHUA,2018-10-10T08:58:00Z,75.6,NA,84,29.84,8,SSE,6.9,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1726724,MapQuest,201,2,2018-12-31T22:01:32Z,2018-12-31T22:31:16Z,35.551102,-97.638107,NA,NA,0,Accident on Wilshire Blvd at Rockwell Ave.,7100,W Wilshire Blvd,L,Bethany,Oklahoma,OK,73008,US,US/Central,KPWA,2018-12-31T21:53:00Z,30,18.3,85,30.19,10,North,17.3,NA,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2966847,Bing,NA,2,2020-12-24T22:47:52Z,2020-12-25T00:47:57Z,45.366266,-93.835188,NA,NA,1,Incident on US-10 EB near 137TH ST Drive with caution.,15743,Highway 10 SE,L,Becker,Sherburne,MN,55308,US,US/Central,KMGG,2020-12-24T22:58:00Z,-3,-14,75,29.04,10,NNW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3612375,Bing,NA,2,2020-04-01T15:39:45Z,2020-04-01T16:04:44Z,39.99307,-75.82254,NA,NA,0,At Manor Rd - Accident traffic being directed around accident area.,399,N 1st Ave,L,Coatesville,Chester,PA,19320,US,US/Eastern,KMQS,2020-04-01T15:35:00Z,52,52,47,29.07,10,NNW,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3259496,Bing,NA,2,2020-12-18T00:18:34Z,2020-12-18T02:39:43Z,25.846021,-80.239695,NA,NA,0.064,Incident on NW 79TH ST near HOUSE 2490 Expect delays.,2500,NW 79th St,L,Miami,Miami-Dade,FL,33147-4932,US,US/Eastern,KOPF,2020-12-18T00:53:00Z,61,61,78,30.16,10,NNW,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-982969,MapQuest-Bing,201,3,2019-12-24T23:04:00Z,2019-12-24T23:33:24Z,34.068878,-117.839455,NA,NA,0,Middle and slow lane blocked due to accident on I-10 Westbound before Exit 40 The Mall.,NA,I-10 W,R,Covina,Los Angeles,CA,91724,US,US/Pacific,KPOC,2019-12-24T20:47:00Z,46,46,100,28.85,10,CALM,0,NA,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3811574,Bing,NA,2,2019-10-20T13:01:00Z,2019-10-20T14:34:33Z,37.992156,-121.252875,NA,NA,0,At Cherokee Rd - Accident.,NA,CA-99 S,R,Stockton,San Joaquin,CA,95215,US,US/Pacific,KSCK,2019-10-20T12:55:00Z,74,74,30,30.08,10,NW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3569727,Bing,NA,2,2020-03-06T18:36:00Z,2020-03-06T19:33:33Z,33.765926,-117.937725,NA,NA,0,At Euclid St - Accident.,13556,Euclid St,L,Garden Grove,Orange,CA,92843-3542,US,US/Pacific,KSNA,2020-03-06T18:53:00Z,62,62,67,29.93,8,W,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-4167582,Bing,NA,2,2019-04-09T14:43:56Z,2019-04-09T15:10:43Z,40.84467,-73.923364,NA,NA,0.234,At I-87/Exit 1 - Accident. Lane blocked.,NA,Cross Bronx Expy E,R,Bronx,Bronx,NY,10452,US,US/Eastern,KLGA,2019-04-09T14:51:00Z,50,50,74,29.61,10,SE,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-72163,MapQuest,241,3,2016-11-15T09:02:16Z,2016-11-15T09:31:22Z,32.748695,-117.122337,NA,NA,0.01,#1 lane blocked due to accident on I-805 Northbound at Exit 15 University Ave.,NA,University Ave,R,San Diego,San Diego,CA,92104,US,US/Pacific,KSAN,2016-11-15T08:51:00Z,66,NA,75,30.08,8,WNW,4.6,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2956444,Bing,NA,2,2020-12-24T22:43:00Z,2020-12-25T01:50:23Z,35.869629,-78.577211,NA,NA,0.023,Incident on OLD WAKE FOREST RD near HOUSE 7500 Drive with caution.,NA,Town Center Dr,R,Raleigh,Wake,NC,27616,US,US/Eastern,KRDU,2020-12-24T22:51:00Z,58,58,93,29.11,10,SSW,13,0.01,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1251611,MapQuest,201,2,2019-07-02T15:44:28Z,2019-07-02T16:59:10Z,42.070473,-88.335632,NA,NA,0,Accident on CR-34 Randall Rd at Holmes Rd.,1480,N Randall Rd,R,Elgin,Kane,IL,60124,US,US/Central,KDPA,2019-07-02T15:52:00Z,90,90,52,29.03,10,SSW,12,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2770496,Bing,NA,2,2016-11-02T15:53:54Z,2016-11-02T21:53:54Z,28.534735,-81.414249,NA,NA,0.036,At CR Smith St - Accident.,584,S John Young Pkwy,L,Orlando,Orange,FL,32805-2974,US,US/Eastern,KORL,2016-11-02T15:53:00Z,82.9,NA,53,30.17,10,ENE,12.7,NA,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2368262,MapQuest,201,2,2018-01-12T18:08:30Z,2018-01-12T18:38:06Z,36.142948,-95.958221,NA,NA,0,Accident on US-64 Westbound at 14th St.,NA,US-64 W,R,Tulsa,Tulsa,OK,74104,US,US/Central,KTUL,2018-01-12T17:53:00Z,27,16.7,43,30.42,10,North,11.5,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-358017,MapQuest,201,2,2017-03-16T09:16:51Z,2017-03-16T09:46:38Z,27.938471,-82.014175,NA,NA,0,Accident on Shepherd Rd at Bailey Rd.,NA,Bailey Rd,R,Mulberry,Polk,FL,33860,US,US/Eastern,KLAL,2017-03-16T09:53:00Z,46.4,40.7,40,30.38,10,NNE,12.7,NA,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-993029,MapQuest,201,2,2019-12-02T08:48:53Z,2019-12-02T09:18:27Z,32.749645,-96.918686,NA,NA,0,Accident on Walton Walker Blvd Northbound at TX-180 Davis St.,NA,W Davis St,R,Dallas,Dallas,TX,75211,US,US/Central,KRBD,2019-12-02T08:53:00Z,43,37,56,29.59,10,NW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2858520,Bing,NA,2,2016-07-20T16:33:22Z,2016-07-20T22:33:22Z,33.99414,-117.90955,NA,NA,0.512,At Fullerton Rd - Accident.,NA,Pomona Fwy E,R,Rowland Heights,Los Angeles,CA,91748,US,US/Pacific,KFUL,2016-07-20T16:53:00Z,93.9,NA,18,29.88,10,WSW,8.1,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
